timestamp_utc	gpu_id	memory_used_mib	utilization_gpu_pct
2026-09-02T20:34:42Z	0	75059	100
2026-09-02T20:34:42Z	1	85393	100
2026-09-02T20:34:43Z	0	75059	100
2026-09-02T20:34:43Z	1	85403	100
2026-09-02T20:34:44Z	0	75059	100
2026-09-02T20:34:44Z	1	85403	100
2026-09-02T20:34:45Z	0	70424	100
2026-09-02T20:34:45Z	1	85403	100
2026-09-02T20:34:47Z	0	68458	100
2026-09-02T20:34:47Z	1	85409	100
2026-09-02T20:34:48Z	0	65785	100
2026-09-02T20:34:48Z	1	85405	99
2026-09-02T20:34:49Z	0	65785	100
2026-09-02T20:34:49Z	1	85403	100
2026-09-02T20:34:50Z	0	65785	100
2026-09-02T20:34:50Z	1	85403	100
2026-09-02T20:34:51Z	0	65785	99
2026-09-02T20:34:51Z	1	85403	100
2026-09-02T20:34:52Z	0	65785	100
2026-09-02T20:34:52Z	1	85405	100
2026-09-02T20:34:53Z	0	65785	100
2026-09-02T20:34:53Z	1	85405	100
2026-09-02T20:34:54Z	0	65785	100
2026-09-02T20:34:54Z	1	85405	100
2026-09-02T20:34:56Z	0	65787	100
2026-09-02T20:34:56Z	1	85405	100
2026-09-02T20:34:57Z	0	65785	100
2026-09-02T20:34:57Z	1	85403	100
2026-09-02T20:34:58Z	0	65785	100
2026-09-02T20:34:58Z	1	85409	100
2026-09-02T20:34:59Z	0	65785	100
2026-09-02T20:34:59Z	1	85403	100
2026-09-02T20:35:00Z	0	65785	100
2026-09-02T20:35:00Z	1	85403	100
2026-09-02T20:35:01Z	0	65785	100
2026-09-02T20:35:01Z	1	85391	99
2026-09-02T20:35:02Z	0	65791	100
2026-09-02T20:35:02Z	1	85401	100
2026-09-02T20:35:03Z	0	65785	100
2026-09-02T20:35:03Z	1	85401	100
2026-09-02T20:35:04Z	0	65785	100
2026-09-02T20:35:04Z	1	80763	100
2026-09-02T20:35:06Z	0	65793	100
2026-09-02T20:35:06Z	1	80769	99
2026-09-02T20:35:07Z	0	56512	100
2026-09-02T20:35:07Z	1	80763	100
2026-09-02T20:35:08Z	0	47235	100
2026-09-02T20:35:08Z	1	80763	100
2026-09-02T20:35:09Z	0	47235	100
2026-09-02T20:35:09Z	1	80763	100
2026-09-02T20:35:10Z	0	42598	100
2026-09-02T20:35:10Z	1	71467	100
2026-09-02T20:35:11Z	0	37963	100
2026-09-02T20:35:11Z	1	71467	100
2026-09-02T20:35:12Z	0	33324	100
2026-09-02T20:35:12Z	1	66829	100
2026-09-02T20:35:13Z	0	33324	100
2026-09-02T20:35:13Z	1	66829	100
2026-09-02T20:35:14Z	0	33322	99
2026-09-02T20:35:14Z	1	57549	100
2026-09-02T20:35:16Z	0	33320	99
2026-09-02T20:35:16Z	1	52909	100
2026-09-02T20:35:17Z	0	33320	100
2026-09-02T20:35:17Z	1	52909	99
2026-09-02T20:35:18Z	0	33320	100
2026-09-02T20:35:18Z	1	52909	99
2026-09-02T20:35:19Z	0	33326	100
2026-09-02T20:35:19Z	1	52909	99
2026-09-02T20:35:20Z	0	33318	100
2026-09-02T20:35:20Z	1	52909	100
2026-09-02T20:35:21Z	0	33320	100
2026-09-02T20:35:21Z	1	52909	100
2026-09-02T20:35:22Z	0	33320	100
2026-09-02T20:35:22Z	1	52909	100
2026-09-02T20:35:23Z	0	33320	100
2026-09-02T20:35:23Z	1	52909	100
2026-09-02T20:35:25Z	0	27906	100
2026-09-02T20:35:25Z	1	52909	100
2026-09-02T20:35:26Z	0	27906	100
2026-09-02T20:35:26Z	1	52909	100
2026-09-02T20:35:27Z	0	22565	100
2026-09-02T20:35:27Z	1	52909	100
2026-09-02T20:35:28Z	0	22565	100
2026-09-02T20:35:28Z	1	52909	100
2026-09-02T20:35:29Z	0	22565	99
2026-09-02T20:35:29Z	1	52909	100
2026-09-02T20:35:30Z	0	22565	99
2026-09-02T20:35:30Z	1	52909	100
2026-09-02T20:35:31Z	0	22565	100
2026-09-02T20:35:31Z	1	52909	100
2026-09-02T20:35:32Z	0	22565	100
2026-09-02T20:35:32Z	1	52909	100
2026-09-02T20:35:33Z	0	22567	100
2026-09-02T20:35:33Z	1	52909	99
2026-09-02T20:35:35Z	0	22569	100
2026-09-02T20:35:35Z	1	52907	100
2026-09-02T20:35:36Z	0	16653	100
2026-09-02T20:35:36Z	1	52909	100
2026-09-02T20:35:37Z	0	14049	99
2026-09-02T20:35:37Z	1	52909	100
2026-09-02T20:35:38Z	0	11020	99
2026-09-02T20:35:38Z	1	52909	100
2026-09-02T20:35:39Z	0	5677	97
2026-09-02T20:35:39Z	1	52909	100
2026-09-02T20:35:40Z	0	0	0
2026-09-02T20:35:40Z	1	52909	100
2026-09-02T20:35:41Z	0	0	0
2026-09-02T20:35:41Z	1	47568	100
2026-09-02T20:35:42Z	0	0	0
2026-09-02T20:35:42Z	1	47568	100
2026-09-02T20:35:43Z	0	0	0
2026-09-02T20:35:43Z	1	45032	100
2026-09-02T20:35:45Z	0	0	0
2026-09-02T20:35:45Z	1	35953	100
2026-09-02T20:35:46Z	0	0	0
2026-09-02T20:35:46Z	1	35953	100
2026-09-02T20:35:47Z	0	0	0
2026-09-02T20:35:47Z	1	35953	100
2026-09-02T20:35:48Z	0	0	0
2026-09-02T20:35:48Z	1	35953	100
2026-09-02T20:35:49Z	0	0	0
2026-09-02T20:35:49Z	1	35953	100
2026-09-02T20:35:50Z	0	0	0
2026-09-02T20:35:50Z	1	35953	99
2026-09-02T20:35:51Z	0	0	0
2026-09-02T20:35:51Z	1	35953	100
2026-09-02T20:35:52Z	0	0	0
2026-09-02T20:35:52Z	1	35953	100
2026-09-02T20:35:53Z	0	0	0
2026-09-02T20:35:53Z	1	28518	100
2026-09-02T20:35:54Z	0	0	0
2026-09-02T20:35:54Z	1	22961	100
2026-09-02T20:35:56Z	0	0	0
2026-09-02T20:35:56Z	1	22961	100
2026-09-02T20:35:57Z	0	0	0
2026-09-02T20:35:57Z	1	22961	100
2026-09-02T20:35:58Z	0	0	0
2026-09-02T20:35:58Z	1	22961	100
2026-09-02T20:35:59Z	0	0	0
2026-09-02T20:35:59Z	1	17613	99
2026-09-02T20:36:00Z	0	0	0
2026-09-02T20:36:00Z	1	17613	100
2026-09-02T20:36:01Z	0	0	0
2026-09-02T20:36:01Z	1	17613	100
2026-09-02T20:36:02Z	0	0	0
2026-09-02T20:36:02Z	1	3029	94
2026-09-02T20:36:03Z	0	0	0
2026-09-02T20:36:03Z	1	0	0
